tracker_id,frames,x1,y1,x2,y2,speed
1,1,2944.9033203125,1273.293212890625,3225.994140625,1497.255859375,-1.0
2,1,1432.488037109375,1087.1912841796875,1623.9114990234375,1230.2669677734375,-1.0
3,1,1471.908935546875,1004.4083862304688,1627.9141845703125,1123.3671875,-1.0
1,2,2926.51416015625,1262.474609375,3203.037109375,1482.35693359375,-1.0
2,2,1432.34326171875,1094.005859375,1625.322509765625,1239.048828125,-1.0
3,2,1471.9840087890625,1011.0639038085938,1628.19873046875,1135.216796875,-1.0
1,3,2908.116943359375,1251.568359375,3180.04541015625,1467.4698486328125,-1.0
2,3,1429.9111328125,1100.8135986328125,1626.37060546875,1248.107666015625,-1.0
3,3,1468.613037109375,1016.0370483398438,1627.97998046875,1140.807861328125,-1.0
1,4,2889.7021484375,1240.7080078125,3158.01953125,1454.4130859375,-1.0
2,4,1427.571533203125,1109.3602294921875,1625.998779296875,1257.860107421875,-1.0
3,4,1468.55810546875,1023.287841796875,1628.6121826171875,1151.837890625,-1.0
1,5,2872.893310546875,1230.12548828125,3136.594482421875,1439.586669921875,-1.0
2,5,1425.5936279296875,1115.3441162109375,1627.15966796875,1267.0477294921875,-1.0
3,5,1465.7889404296875,1027.4937744140625,1630.24072265625,1157.1968994140625,-1.0
1,6,2855.2421875,1219.876220703125,3116.19189453125,1426.39404296875,-1.0
2,6,1424.0504150390625,1122.9034423828125,1625.4005126953125,1275.48486328125,-1.0
3,6,1466.3902587890625,1035.0750732421875,1630.1121826171875,1165.833251953125,-1.0
1,7,2840.3291015625,1210.219970703125,3095.140869140625,1413.78369140625,-1.0
2,7,1421.176513671875,1130.994140625,1625.015625,1285.5692138671875,-1.0
3,7,1464.818115234375,1041.2073974609375,1630.5164794921875,1178.10888671875,-1.0
1,8,2823.52099609375,1200.1263427734375,3074.34619140625,1401.180908203125,-1.0
2,8,1418.63037109375,1138.53564453125,1626.0823974609375,1295.533203125,-1.0
3,8,1463.0341796875,1047.013427734375,1630.477783203125,1182.278076171875,-1.0
1,9,2808.32421875,1190.7265625,3056.02978515625,1388.7822265625,-1.0
2,9,1416.273193359375,1146.394287109375,1624.519775390625,1306.96044921875,-1.0
3,9,1462.7747802734375,1053.1417236328125,1630.061279296875,1201.727783203125,-1.0
1,10,2792.43310546875,1182.0234375,3036.44384765625,1375.510498046875,-1.0
2,10,1413.9462890625,1153.985107421875,1624.0546875,1316.7275390625,-1.0
3,10,1461.406494140625,1060.24951171875,1632.2977294921875,1210.3472900390625,-1.0
1,11,2778.06298828125,1172.171142578125,3018.503173828125,1364.2073974609375,-1.0
2,11,1412.517578125,1162.190673828125,1626.051513671875,1327.3134765625,-1.0
3,11,1460.3865966796875,1065.14306640625,1633.06494140625,1220.135498046875,-1.0
1,12,2763.69873046875,1162.4056396484375,2999.958251953125,1352.7984619140625,-1.0
2,12,1409.3221435546875,1168.611083984375,1628.64892578125,1339.6385498046875,-1.0
3,12,1457.60986328125,1073.72216796875,1633.4791259765625,1224.8118896484375,-1.0
1,13,2748.73876953125,1155.0260009765625,2982.30810546875,1341.481201171875,124.61538461538461
3,13,1455.5029296875,1079.352294921875,1633.222900390625,1233.5673828125,152.30769230769232
2,13,1405.935791015625,1178.6131591796875,1627.692626953125,1350.833740234375,124.61538461538461
1,14,2735.83056640625,1144.889892578125,2965.94580078125,1330.1754150390625,122.14285714285712
2,14,1403.888427734375,1187.698974609375,1627.610107421875,1361.2496337890625,122.14285714285712
3,14,1454.0478515625,1085.095947265625,1635.0340576171875,1244.224853515625,154.28571428571428
1,15,2721.70703125,1136.1181640625,2949.234375,1319.5850830078125,126.0
3,15,1453.33740234375,1093.38037109375,1636.456787109375,1258.785400390625,156.0
2,15,1400.876708984375,1197.61474609375,1623.016357421875,1372.62841796875,126.0
1,16,2709.15576171875,1129.546875,2932.2978515625,1310.4166259765625,123.75
3,16,1451.303466796875,1100.946533203125,1635.299560546875,1269.8302001953125,157.5
2,16,1397.9066162109375,1207.2271728515625,1625.8575439453125,1383.799072265625,123.75
1,17,2695.814697265625,1121.630859375,2917.09814453125,1299.6427001953125,127.05882352941175
3,17,1450.3670654296875,1109.117919921875,1636.7962646484375,1277.387451171875,153.52941176470586
2,17,1394.23486328125,1217.1923828125,1628.239501953125,1401.639892578125,127.05882352941175
1,18,2683.8876953125,1113.1522216796875,2901.089599609375,1289.30224609375,125.0
3,18,1448.64599609375,1116.7032470703125,1638.91162109375,1289.1929931640625,155.0
2,18,1390.968994140625,1227.47265625,1626.3270263671875,1413.661865234375,125.0
1,19,2670.95947265625,1106.957275390625,2885.89111328125,1280.24755859375,127.89473684210527
2,19,1387.052978515625,1239.8287353515625,1623.3115234375,1427.6942138671875,127.89473684210527
3,19,1446.9107666015625,1125.7783203125,1639.8350830078125,1303.5380859375,156.31578947368422
2,20,1382.3616943359375,1248.00439453125,1626.5606689453125,1441.9046630859375,126.0
1,20,2659.0029296875,1099.1224365234375,2871.4736328125,1271.3543701171875,126.0
3,20,1444.0452880859375,1133.56103515625,1640.30126953125,1315.006103515625,153.0
1,21,2647.525634765625,1091.757568359375,2857.30517578125,1262.612548828125,124.28571428571429
2,21,1378.996337890625,1256.2481689453125,1625.764404296875,1455.815185546875,128.57142857142858
3,21,1442.747802734375,1142.042724609375,1639.836669921875,1326.8485107421875,154.2857142857143
1,22,2635.577392578125,1085.62646484375,2842.2431640625,1253.0137939453125,126.81818181818181
3,22,1441.3134765625,1149.8228759765625,1640.667236328125,1340.8714599609375,155.45454545454544
2,22,1375.9140625,1271.193603515625,1625.615234375,1468.4630126953125,126.81818181818181
2,23,1370.8663330078125,1281.9395751953125,1626.813720703125,1487.750732421875,129.1304347826087
1,23,2624.67333984375,1078.744140625,2829.840087890625,1245.1614990234375,125.21739130434783
3,23,1439.4730224609375,1160.03271484375,1642.3216552734375,1349.05908203125,152.6086956521739
1,24,2614.18408203125,1073.4327392578125,2816.28564453125,1235.6085205078125,127.50000000000001
2,24,1366.832763671875,1294.893798828125,1628.26708984375,1502.1142578125,127.50000000000001
3,24,1436.158447265625,1168.708740234375,1643.650634765625,1364.914306640625,153.75
1,25,2602.0078125,1066.7764892578125,2801.827880859375,1226.9300537109375,126.0
2,25,1362.119140625,1304.422607421875,1624.358154296875,1516.839599609375,126.0
3,25,1432.9139404296875,1178.9827880859375,1643.17822265625,1377.5810546875,151.20000000000002
1,25,2591.4912109375,1060.523193359375,2789.1787109375,1219.986083984375,122.4
2,25,1358.1181640625,1319.1507568359375,1617.1680908203125,1537.5322265625,126.0
3,25,1428.7957763671875,1187.480224609375,1643.2210693359375,1396.21875,147.6
1,25,2581.76220703125,1054.196533203125,2776.679443359375,1211.413818359375,126.0
2,25,1352.063720703125,1333.5537109375,1623.86376953125,1552.375732421875,129.6
3,25,1427.575439453125,1199.9134521484375,1642.9169921875,1407.4473876953125,151.20000000000002
1,25,2571.53173828125,1048.471923828125,2764.890625,1203.9013671875,122.4
3,25,1424.9443359375,1210.079345703125,1643.040771484375,1419.64501953125,144.0
2,25,1348.03955078125,1347.2237548828125,1625.23974609375,1571.75830078125,126.0
1,25,2560.921142578125,1042.17578125,2751.33984375,1196.4788818359375,126.0
3,25,1421.1162109375,1219.823974609375,1642.947998046875,1440.27490234375,147.6
2,25,1341.885986328125,1360.43017578125,1616.194580078125,1590.45166015625,129.6
2,25,1336.7578125,1379.751220703125,1625.7938232421875,1608.36669921875,126.0
1,25,2551.2666015625,1037.463623046875,2740.72216796875,1189.118896484375,122.4
3,25,1416.986083984375,1230.92138671875,1644.13916015625,1448.671875,144.0
2,25,1330.90283203125,1389.4339599609375,1626.09521484375,1630.7578125,129.6
3,25,1414.6439208984375,1241.6878662109375,1643.312744140625,1457.825927734375,140.4
1,25,2542.51806640625,1031.250732421875,2728.41455078125,1180.9383544921875,126.0
3,25,1410.793212890625,1254.274169921875,1643.361572265625,1472.6583251953125,140.4
2,25,1324.0323486328125,1409.302490234375,1625.0496826171875,1653.1351318359375,126.0
1,25,2532.927001953125,1026.58642578125,2716.8291015625,1174.979248046875,126.0
1,25,2523.1669921875,1020.1160888671875,2706.434326171875,1167.3548583984375,126.0
3,25,1406.64697265625,1265.45654296875,1642.3868408203125,1491.593017578125,136.8
2,25,1316.947021484375,1426.1864013671875,1623.362060546875,1672.353515625,126.0
3,25,1401.5185546875,1278.462890625,1642.423095703125,1503.05419921875,133.20000000000002
2,25,1308.59912109375,1444.7762451171875,1621.3135986328125,1698.2021484375,126.0
1,25,2515.373291015625,1015.2156372070312,2694.14208984375,1160.327392578125,126.0
3,25,1396.350341796875,1292.220703125,1642.838623046875,1522.54345703125,133.20000000000002
2,25,1301.8428955078125,1464.659423828125,1620.9378662109375,1723.766845703125,129.6
1,25,2506.35595703125,1010.208984375,2683.210693359375,1153.668701171875,126.0
2,25,1293.7705078125,1482.0274658203125,1618.5509033203125,1747.0330810546875,126.0
3,25,1392.160400390625,1306.0828857421875,1641.72998046875,1542.505859375,136.8
4,1,3718.89208984375,1800.6533203125,3839.2392578125,2139.002197265625,-1.0
1,25,2496.54248046875,1004.6707763671875,2672.96826171875,1148.475830078125,126.0
4,2,3670.80908203125,1766.4638671875,3839.25,2110.713134765625,-1.0
3,25,1388.164794921875,1318.8359375,1640.771240234375,1560.827392578125,136.8
2,25,1283.9205322265625,1501.608642578125,1615.83837890625,1770.53076171875,126.0
1,25,2487.556640625,1000.9691162109375,2661.89794921875,1141.4241943359375,122.4
2,25,1275.246826171875,1525.2236328125,1613.80224609375,1795.756103515625,129.6
3,25,1382.2177734375,1333.7647705078125,1640.30419921875,1578.92138671875,136.8
1,25,2480.0859375,994.7578125,2651.940673828125,1134.89404296875,126.0
2,25,1262.687744140625,1545.7529296875,1609.788818359375,1826.788330078125,129.6
3,25,1377.1241455078125,1351.022216796875,1639.582763671875,1600.47412109375,133.20000000000002
1,25,2472.3046875,990.8983154296875,2641.538818359375,1128.345458984375,122.4
3,25,1371.675537109375,1366.056640625,1639.090087890625,1622.226806640625,133.20000000000002
2,25,1252.456298828125,1562.8604736328125,1605.919921875,1856.2042236328125,129.6
1,25,2464.56787109375,985.3817138671875,2631.866455078125,1122.0941162109375,126.0
3,25,1365.3349609375,1381.1025390625,1639.2744140625,1643.95068359375,133.20000000000002
2,25,1240.47412109375,1586.839599609375,1600.9287109375,1884.116455078125,126.0
1,25,2455.6728515625,980.5767822265625,2622.591796875,1116.236328125,122.4
2,25,1228.6168212890625,1611.7745361328125,1597.009033203125,1918.9581298828125,129.6
3,25,1360.7962646484375,1394.209228515625,1639.0849609375,1667.7418212890625,133.20000000000002
1,25,2449.03955078125,976.654541015625,2613.1005859375,1109.385498046875,126.0
3,25,1353.746826171875,1416.255859375,1636.866943359375,1691.0087890625,133.20000000000002
2,25,1213.6402587890625,1635.453857421875,1591.9508056640625,1950.731201171875,129.6
1,25,2440.18310546875,971.27294921875,2602.8212890625,1103.738037109375,122.4
2,25,1200.53662109375,1662.278076171875,1587.38134765625,1989.841064453125,129.6
3,25,1348.1044921875,1431.15625,1637.039794921875,1716.2991943359375,133.20000000000002
1,25,2433.267333984375,966.9788818359375,2593.383544921875,1098.438720703125,126.0
2,25,1185.281494140625,1691.44970703125,1580.550537109375,2027.374267578125,129.6
3,25,1340.751220703125,1450.2757568359375,1636.291748046875,1743.41748046875,133.20000000000002
1,25,2424.89306640625,962.560546875,2585.402587890625,1093.60986328125,126.0
4,3,3320.52294921875,1543.935302734375,3699.689453125,1830.6845703125,-1.0
3,25,1334.94287109375,1467.1842041015625,1636.718017578125,1768.7314453125,129.6
2,25,1168.6373291015625,1716.765380859375,1574.7755126953125,2062.885986328125,129.6
1,25,2418.3857421875,958.5234375,2576.29443359375,1087.122314453125,126.0
4,4,3288.49609375,1523.684326171875,3659.8310546875,1803.3753662109375,-1.0
2,25,1152.0537109375,1749.1549072265625,1567.151611328125,2103.66455078125,129.6
3,25,1328.186767578125,1485.470458984375,1634.182373046875,1797.322021484375,133.20000000000002
1,25,2409.412109375,954.3081665039062,2567.0673828125,1082.0577392578125,126.0
4,5,3259.25927734375,1504.050537109375,3621.6083984375,1780.6864013671875,-1.0
2,25,1133.808349609375,1779.582275390625,1561.305908203125,2146.6259765625,129.6
3,25,1318.38037109375,1511.9981689453125,1633.36328125,1826.508544921875,133.20000000000002
1,25,2402.680908203125,949.8883056640625,2558.705078125,1077.373291015625,122.4
4,6,3228.406494140625,1486.50341796875,3584.619873046875,1754.9395751953125,-1.0
2,25,1112.817138671875,1813.11376953125,1551.748779296875,2151.35986328125,126.0
3,25,1309.270751953125,1535.5799560546875,1633.314697265625,1857.4390869140625,133.20000000000002
1,25,2398.10498046875,946.21533203125,2551.72216796875,1072.0465087890625,126.0
4,7,3201.90869140625,1466.29638671875,3549.189453125,1733.406494140625,-1.0
3,25,1302.95458984375,1556.732666015625,1633.480224609375,1889.4873046875,133.20000000000002
2,25,1091.0419921875,1849.5340576171875,1544.708740234375,2152.89111328125,118.8
1,25,2389.414794921875,943.3592529296875,2541.99853515625,1067.353515625,126.0
4,8,3174.5927734375,1452.0771484375,3513.73583984375,1708.3780517578125,-1.0
3,25,1294.20458984375,1586.65380859375,1632.51318359375,1923.050048828125,129.6
2,25,1069.104248046875,1885.8343505859375,1533.8955078125,2156.16845703125,111.60000000000001
1,25,2383.353515625,938.8134155273438,2533.7265625,1061.308349609375,126.0
4,9,3147.32763671875,1434.1702880859375,3482.11767578125,1688.14013671875,-1.0
3,25,1286.8077392578125,1600.7603759765625,1633.35302734375,1957.5296630859375,133.20000000000002
2,25,1047.325439453125,1923.4281005859375,1524.7054443359375,2156.2724609375,108.0
1,25,2376.65966796875,935.1708984375,2527.80078125,1057.8673095703125,126.0
4,10,3121.657470703125,1414.2044677734375,3448.162353515625,1667.9923095703125,-1.0
3,25,1277.0546875,1632.768310546875,1631.94189453125,1994.789794921875,129.6
1,25,2369.984130859375,932.088134765625,2518.080810546875,1053.658447265625,122.4
2,25,1021.5584106445312,1963.9521484375,1513.468994140625,2154.26708984375,100.8
3,25,1268.1376953125,1663.9053955078125,1631.96240234375,2034.699462890625,133.20000000000002
4,11,3097.40625,1400.7088623046875,3417.9873046875,1647.1995849609375,-1.0
1,25,2363.48583984375,927.9898681640625,2510.7958984375,1047.9884033203125,126.0
2,25,1060.1094970703125,2005.302490234375,1484.61083984375,2156.685546875,97.2
3,25,1257.78515625,1698.2369384765625,1632.134033203125,2076.955078125,136.8
4,12,3072.923583984375,1388.863525390625,3389.435302734375,1628.727783203125,-1.0
1,25,2357.14111328125,924.6392211914062,2503.580078125,1043.251220703125,122.4
2,25,1058.964599609375,2053.0478515625,1449.8558349609375,2158.74072265625,90.0
3,25,1247.90185546875,1722.00390625,1631.4444580078125,2123.324951171875,136.8
4,13,3051.7119140625,1368.35400390625,3359.5546875,1609.058837890625,193.84615384615384
1,25,2351.001953125,919.8909301757812,2496.0537109375,1039.073486328125,122.4
3,25,1236.40234375,1756.0426025390625,1631.281982421875,2151.0478515625,133.20000000000002
4,14,3028.7021484375,1359.15234375,3332.72900390625,1591.506591796875,186.42857142857142
1,25,2345.96875,917.1019287109375,2488.13427734375,1033.8170166015625,122.4
4,15,3008.028564453125,1346.0614013671875,3305.3525390625,1575.151611328125,186.00000000000003
3,25,1223.72998046875,1794.604248046875,1630.79248046875,2152.03857421875,129.6
1,25,2338.43896484375,913.0559692382812,2481.9296875,1030.5927734375,122.4
3,25,1212.62841796875,1835.8699951171875,1631.22412109375,2156.0751953125,122.4
4,16,2986.20458984375,1326.28466796875,3280.02490234375,1557.546630859375,180.0
1,25,2332.76318359375,910.0805053710938,2474.73291015625,1025.7900390625,122.4
3,25,1199.311767578125,1871.35986328125,1630.337158203125,2156.318115234375,115.2
4,17,2967.8818359375,1313.9931640625,3254.390625,1541.085693359375,174.70588235294116
1,25,2327.55078125,906.5921630859375,2467.7646484375,1022.47119140625,122.4
3,25,1187.2412109375,1911.936279296875,1630.7105712890625,2153.527099609375,111.60000000000001
4,18,2946.601806640625,1306.96826171875,3230.0126953125,1524.86767578125,175.00000000000003
1,25,2322.200439453125,903.9581298828125,2461.358154296875,1018.774169921875,122.4
4,19,2928.5517578125,1295.363525390625,3206.3115234375,1510.623779296875,170.52631578947367
1,25,2316.00634765625,901.2904052734375,2453.67431640625,1012.9893798828125,122.4
3,25,1213.366455078125,1960.33740234375,1625.879638671875,2154.573486328125,104.4
4,20,2910.9208984375,1282.0299072265625,3183.61328125,1494.8134765625,171.0
1,25,2310.9189453125,896.3939208984375,2447.2607421875,1009.4811401367188,122.4
3,25,1213.186279296875,2007.8258056640625,1589.25634765625,2157.28857421875,100.8
6,1,1466.505615234375,743.1527099609375,1540.238525390625,791.4530639648438,-1.0
4,21,2892.86572265625,1272.7227783203125,3160.45458984375,1480.4942626953125,167.14285714285717
1,25,2305.25244140625,894.7701416015625,2440.364501953125,1005.6383056640625,122.4
6,2,1465.4306640625,744.0621337890625,1539.625732421875,793.2730712890625,-1.0
4,22,2875.38330078125,1261.9324951171875,3139.389404296875,1466.2503662109375,163.63636363636363
1,25,2299.8701171875,891.3660278320312,2434.65283203125,1001.4336547851562,122.4
6,3,1464.624755859375,744.6406860351562,1538.794189453125,794.2750854492188,-1.0
4,23,2858.76611328125,1251.6624755859375,3118.524169921875,1453.220458984375,164.34782608695653
1,25,2295.77783203125,888.840576171875,2428.634033203125,998.3787841796875,118.8
6,4,1463.3031005859375,745.7495727539062,1537.650146484375,795.9288940429688,-1.0
4,24,2842.24755859375,1241.43115234375,3098.098388671875,1439.875244140625,161.25000000000003
1,25,2288.979736328125,886.7440795898438,2421.88134765625,994.2566528320312,122.4
6,5,1460.900634765625,748.0623779296875,1536.608154296875,797.537841796875,-1.0
4,25,2826.75146484375,1228.5343017578125,3077.537841796875,1426.909912109375,162.0
1,25,2284.188720703125,883.247314453125,2416.400390625,989.6861572265625,118.8
6,6,1458.97119140625,748.41650390625,1535.454345703125,799.43408203125,-1.0
4,25,2809.974609375,1218.40771484375,3058.351318359375,1414.703125,162.0
1,25,2280.2626953125,881.129638671875,2410.009765625,986.3472900390625,122.4
6,7,1458.8082275390625,749.6024780273438,1532.8330078125,800.5123901367188,-1.0
4,25,2794.353515625,1212.22607421875,3040.024658203125,1402.0985107421875,118.8
1,25,2274.979736328125,877.153076171875,2404.089599609375,982.7144775390625,118.8
6,8,1457.7740478515625,750.6721801757812,1532.9322509765625,801.8822021484375,-1.0
4,25,2780.30615234375,1202.5125732421875,3021.54248046875,1389.696533203125,122.4
1,25,2269.887451171875,873.69287109375,2399.026611328125,979.9436645507812,118.8
6,9,1455.4471435546875,751.6058349609375,1533.3759765625,803.1676025390625,-1.0
4,25,2766.48046875,1193.321533203125,3004.847900390625,1377.931396484375,122.4
1,25,2264.2900390625,870.7377319335938,2392.580078125,975.9556274414062,122.4
6,10,1454.74951171875,752.5565185546875,1531.133056640625,804.7474365234375,-1.0
4,25,2751.421875,1183.35693359375,2986.65234375,1367.220703125,118.8
1,25,2259.73046875,868.0587158203125,2386.9560546875,972.627685546875,118.8
6,11,1454.262939453125,754.269287109375,1530.486572265625,806.84912109375,-1.0
4,25,2739.653076171875,1175.4422607421875,2969.33251953125,1355.97265625,122.4
1,25,2257.33544921875,865.4924926757812,2381.3388671875,968.2417602539062,122.4
6,12,1453.550537109375,755.3634033203125,1529.8125,807.1304931640625,-1.0
4,25,2725.4130859375,1166.567138671875,2953.22705078125,1344.2001953125,118.8
1,25,2250.7919921875,862.9317626953125,2375.083251953125,964.3958129882812,118.8
6,13,1451.544921875,756.4573974609375,1528.25634765625,808.716064453125,110.76923076923076
4,25,2712.89892578125,1159.35302734375,2937.191650390625,1334.4866943359375,122.4
1,25,2248.211181640625,860.31298828125,2370.23779296875,961.8936767578125,122.4
6,14,1450.31103515625,757.5265502929688,1528.28173828125,809.5213623046875,109.28571428571428
4,25,2700.09326171875,1151.9315185546875,2921.5732421875,1323.35107421875,118.8
1,25,2242.160888671875,858.9674072265625,2365.13671875,959.2559814453125,122.4
6,15,1449.146240234375,759.7032470703125,1527.380615234375,811.919189453125,114.0
4,25,2688.18896484375,1136.060546875,2907.15966796875,1314.796630859375,118.8
1,25,2238.601318359375,856.6338500976562,2359.647216796875,955.0836181640625,118.8
6,16,1447.537109375,760.2445678710938,1525.75830078125,812.4169921875,112.5
4,25,2676.320556640625,1135.845458984375,2890.794921875,1305.502685546875,122.4
1,25,2234.72802734375,853.6415405273438,2354.16748046875,951.8864135742188,122.4
6,17,1447.5380859375,762.3702392578125,1523.9234619140625,814.642822265625,111.17647058823529
4,25,2663.520263671875,1128.87841796875,2877.151611328125,1294.48779296875,118.8
1,25,2230.427490234375,850.1253662109375,2349.210205078125,948.0589599609375,126.0
6,18,1445.82080078125,762.8670043945312,1524.3115234375,814.7385864257812,110.00000000000001
4,25,2653.395263671875,1120.434814453125,2863.263427734375,1286.33251953125,122.4
1,25,2225.1669921875,847.7949829101562,2345.65673828125,945.4865112304688,122.4
6,19,1445.833251953125,764.2827758789062,1523.2191162109375,817.6184692382812,113.68421052631578
4,25,2641.75,1111.5216064453125,2848.86962890625,1276.401123046875,118.8
1,25,2220.444580078125,845.9218139648438,2339.48486328125,942.4332275390625,122.4
6,20,1443.4207763671875,765.7630004882812,1521.922607421875,819.3923950195312,112.5
4,25,2629.34912109375,1106.149169921875,2835.593994140625,1267.64013671875,118.8
1,25,2216.760498046875,842.5241088867188,2335.1982421875,938.7518920898438,122.4
6,21,1440.70361328125,767.1806030273438,1520.68896484375,820.86181640625,115.71428571428572
4,25,2619.750732421875,1099.1558837890625,2821.675048828125,1259.6380615234375,122.4
1,25,2211.81884765625,841.1878051757812,2330.117431640625,936.2466430664062,122.4
6,22,1441.121826171875,767.817626953125,1521.36767578125,822.099609375,114.54545454545455
4,25,2607.11572265625,1092.615966796875,2809.484375,1251.331787109375,118.8
1,25,2209.14599609375,839.5914916992188,2324.287109375,934.63623046875,122.4
6,23,1437.9862060546875,770.2537841796875,1519.91015625,824.650390625,117.3913043478261
4,25,2599.379150390625,1087.605712890625,2796.30029296875,1242.163330078125,122.4
1,25,2206.4384765625,836.0042724609375,2321.06884765625,930.242431640625,122.4
6,24,1434.751220703125,771.3762817382812,1518.457275390625,825.6520385742188,116.25000000000001
4,25,2588.6806640625,1081.0166015625,2782.71826171875,1233.419677734375,118.8
1,25,2201.916015625,835.6776123046875,2314.68359375,927.673095703125,122.4
6,25,1433.833251953125,772.7422485351562,1517.5654296875,827.2908325195312,115.2
4,25,2577.844482421875,1075.0059814453125,2771.50634765625,1226.1580810546875,118.8
1,25,2197.7431640625,833.265380859375,2311.3984375,924.7501831054688,122.4
6,25,1433.1343994140625,773.4369506835938,1516.455078125,829.5287475585938,115.2
4,25,2568.768798828125,1068.4666748046875,2758.67822265625,1218.76123046875,122.4
1,25,2194.00244140625,829.9191284179688,2307.006591796875,921.5542602539062,122.4
6,25,1431.7301025390625,774.8818359375,1515.5213623046875,830.63818359375,115.2
4,25,2558.77783203125,1060.71533203125,2747.4208984375,1210.137939453125,118.8
1,25,2189.88720703125,828.2528686523438,2302.644287109375,918.6864624023438,126.0
6,25,1431.5592041015625,775.3465576171875,1514.71728515625,832.7039794921875,115.2
4,25,2548.45361328125,1054.958740234375,2736.408203125,1202.02685546875,122.4
1,25,2187.2919921875,823.6309204101562,2298.5146484375,915.3224487304688,122.4
6,25,1429.744140625,776.5914916992188,1514.658447265625,833.1231079101562,108.0
4,25,2540.474365234375,1050.7305908203125,2725.1259765625,1195.5263671875,118.8
1,25,2184.62353515625,822.2246704101562,2295.02734375,913.5723266601562,122.4
6,25,1429.42138671875,778.01220703125,1513.9005126953125,835.14697265625,108.0
4,25,2531.57568359375,1045.8734130859375,2714.22705078125,1189.0247802734375,118.8
1,25,2179.8662109375,821.0108642578125,2291.293212890625,911.9901123046875,118.8
6,25,1427.2685546875,780.4034423828125,1513.025146484375,836.7933349609375,108.0
4,25,2522.621826171875,1040.31494140625,2704.884765625,1180.597412109375,122.4
1,25,2177.435302734375,818.1844482421875,2285.96337890625,908.8260498046875,122.4
6,25,1426.4158935546875,782.107421875,1511.668701171875,838.8194580078125,111.60000000000001
4,25,2515.1259765625,1034.84130859375,2692.868408203125,1175.136474609375,118.8
1,25,2173.43994140625,817.1904296875,2282.40234375,906.1151123046875,122.4
